Stellar,Mass,Luminosity,Radius,Temp,Color Index,Abs Mag,Bolo Corr,Bolo Mag,Star Color
Type,Mstar/Msun,Lstar/Lsun,Rstar/Rsun,K,B-V,Mv,BC(Temp),Mbol,RGB 0-255
O0Ia0,160,3.41E+07,8.02E+01,50000,-0.35,-9.5,-4.58,-14.08,144 166 255
O0Ia,150,2.59E+06,2.21E+01,50000,-0.35,-6.7,-4.58,-11.28,144 166 255
O0Ib,140,2.15E+06,2.02E+01,50000,-0.35,-6.5,-4.58,-11.08,144 166 255
O0II,130,2.15E+06,2.02E+01,50000,-0.35,-6.5,-4.58,-11.08,144 166 255
O0III,120,2.15E+06,2.02E+01,50000,-0.35,-6.5,-4.58,-11.08,144 166 255
O0IV,110,1.36E+06,1.60E+01,50000,-0.35,-6,-4.58,-10.58,144 166 255
O0V,100,1.24E+06,1.53E+01,50000,-0.35,-5.9,-4.58,-10.48,144 166 255
O0VI,60,9.40E+05,1.33E+01,50000,-0.35,-5.6,-4.58,-10.18,144 166 255
O1Ia0,159.7,2.71E+07,7.88E+01,47600,-0.35,-9.4,-4.43,-13.83,146 168 255
O1Ia,149.3,2.25E+06,2.27E+01,47600,-0.35,-6.7,-4.43,-11.13,146 168 255
O1Ib,139,1.87E+06,2.07E+01,47600,-0.35,-6.5,-4.43,-10.93,146 168 255
O1II,128.6,1.73E+06,1.98E+01,47800,-0.35,-6.4,-4.44,-10.84,146 168 255
O1III,118.2,1.58E+06,1.89E+01,47800,-0.35,-6.3,-4.44,-10.74,146 168 255
O1IV,107.9,1.09E+06,1.57E+01,47800,-0.35,-5.9,-4.44,-10.34,145 167 255
O1V,97.5,9.94E+05,1.50E+01,47800,-0.35,-5.8,-4.44,-10.24,146 168 255
O1VI,37,7.54E+05,1.31E+01,47800,-0.35,-5.5,-4.44,-9.94,146 168 255
O2Ia0,159.4,2.14E+07,7.77E+01,45200,-0.35,-9.3,-4.28,-13.58,148 170 255
O2Ia,148.6,2.14E+06,2.46E+01,45200,-0.35,-6.8,-4.28,-11.08,148 170 255
O2Ib,137.9,1.62E+06,2.14E+01,45200,-0.35,-6.5,-4.28,-10.78,148 170 255
O2II,127.2,1.52E+06,2.03E+01,45600,-0.35,-6.4,-4.3,-10.7,148 170 255
O2III,116.5,1.26E+06,1.85E+01,45600,-0.35,-6.2,-4.3,-10.5,148 169 255
O2IV,105.7,8.72E+05,1.54E+01,45600,-0.35,-5.8,-4.3,-10.1,146 169 255
O2V,95,7.95E+05,1.47E+01,45600,-0.35,-5.7,-4.3,-10,148 170 255
O2VI,30,6.03E+05,1.28E+01,45600,-0.35,-5.4,-4.3,-9.7,148 170 255
O3Ia0,159,1.68E+07,7.69E+01,42800,-0.34,-9.2,-4.12,-13.32,151 172 255
O3Ia,148,1.85E+06,2.55E+01,42800,-0.34,-6.8,-4.12,-10.92,151 172 255
O3Ib,136.9,1.40E+06,2.22E+01,42800,-0.34,-6.5,-4.12,-10.62,151 172 255
O3II,125.8,1.21E+06,2.00E+01,43400,-0.34,-6.3,-4.16,-10.46,149 173 255
O3III,114.7,9.17E+05,1.75E+01,43400,-0.34,-6,-4.16,-10.16,150 171 255
O3IV,103.6,6.96E+05,1.52E+01,43400,-0.34,-5.7,-4.16,-9.86,148 170 255
O3V,92.5,6.34E+05,1.45E+01,43400,-0.34,-5.6,-4.16,-9.76,151 172 255
O3VI,23,4.81E+05,1.26E+01,43400,-0.34,-5.3,-4.16,-9.46,151 172 255
O4Ia0,158.7,1.32E+07,7.64E+01,40400,-0.33,-9.1,-3.95,-13.05,153 174 255
O4Ia,147.3,1.74E+06,2.77E+01,40400,-0.33,-6.9,-3.95,-10.85,153 174 255
O4Ib,135.8,1.20E+06,2.31E+01,40400,-0.33,-6.5,-3.95,-10.45,153 174 255
O4II,124.4,9.60E+05,1.98E+01,41200,-0.34,-6.2,-4.01,-10.21,151 175 255
O4III,112.9,7.28E+05,1.73E+01,41200,-0.34,-5.9,-4.01,-9.91,152 172 255
O4IV,101.5,5.52E+05,1.50E+01,41200,-0.34,-5.6,-4.01,-9.61,149 171 255
O4V,90,5.04E+05,1.44E+01,41200,-0.34,-5.5,-4.01,-9.51,153 174 255
O4VI,20,3.82E+05,1.25E+01,41200,-0.34,-5.2,-4.01,-9.21,153 174 255
O5Ia0,158.4,1.03E+07,7.62E+01,38000,-0.33,-9,-3.78,-12.78,155 176 255
O5Ia,142,1.48E+06,2.90E+01,38000,-0.33,-6.9,-3.78,-10.68,155 176 255
O5Ib,125.6,1.03E+06,2.41E+01,38000,-0.33,-6.5,-3.78,-10.28,155 176 255
O5II,109.2,7.59E+05,1.97E+01,39000,-0.33,-6.1,-3.85,-9.95,153 177 255
O5III,92.8,5.25E+05,1.64E+01,39000,-0.33,-5.7,-3.85,-9.55,154 174 255
O5IV,76.4,4.37E+05,1.49E+01,39000,-0.33,-5.5,-3.85,-9.35,150 172 255
O5V,60,3.98E+05,1.42E+01,39000,-0.33,-5.4,-3.85,-9.25,155 176 255
O5VI,17.5,3.02E+05,1.24E+01,39000,-0.33,-5.1,-3.85,-8.95,155 176 255
O6Ia0,136.7,7.81E+06,7.66E+01,35400,-0.32,-8.9,-3.58,-12.48,157 178 255
O6Ia,120.1,1.36E+06,3.19E+01,35400,-0.32,-7,-3.58,-10.58,157 178 255
O6Ib,103.5,7.81E+05,2.42E+01,35400,-0.32,-6.4,-3.58,-9.98,157 178 255
O6II,86.9,6.54E+05,2.05E+01,36800,-0.32,-6.1,-3.69,-9.79,155 179 255
O6III,70.2,3.76E+05,1.56E+01,36800,-0.32,-5.5,-3.69,-9.19,156 175 255
O6IV,53.6,3.13E+05,1.42E+01,36800,-0.32,-5.3,-3.69,-8.99,151 174 255
O6V,37,2.60E+05,1.29E+01,36800,-0.32,-5.1,-3.69,-8.79,162 184 255
O6VI,14.2,1.80E+05,1.08E+01,36800,-0.32,-4.7,-3.69,-8.39,162 184 255
O7Ia0,115.1,5.88E+06,7.74E+01,32800,-0.31,-8.8,-3.37,-12.17,160 181 255
O7Ia,100.9,1.12E+06,3.38E+01,32800,-0.31,-7,-3.37,-10.37,160 181 255
O7Ib,86.7,5.88E+05,2.45E+01,32800,-0.31,-6.3,-3.37,-9.67,160 181 255
O7II,72.5,5.10E+05,2.05E+01,34600,-0.32,-6,-3.52,-9.52,156 181 255
O7III,58.4,2.94E+05,1.55E+01,34600,-0.32,-5.4,-3.52,-8.92,158 177 255
O7IV,44.2,2.23E+05,1.35E+01,34600,-0.32,-5.1,-3.52,-8.62,152 175 255
O7V,30,1.54E+05,1.13E+01,34600,-0.32,-4.7,-3.52,-8.22,157 177 255
O7VI,10.9,1.07E+05,9.36E+00,34600,-0.32,-4.3,-3.52,-7.82,157 177 255
O8Ia0,93.4,4.37E+06,7.87E+01,30200,-0.3,-8.7,-3.15,-11.85,162 183 255
O8Ia,81.7,9.13E+05,3.60E+01,30200,-0.3,-7,-3.15,-10.15,162 183 255
O8Ib,69.9,4.37E+05,2.49E+01,30200,-0.3,-6.2,-3.15,-9.35,162 183 255
O8II,58.2,3.60E+05,1.96E+01,32400,-0.31,-5.8,-3.34,-9.14,158 183 255
O8III,46.5,2.07E+05,1.49E+01,32400,-0.31,-5.2,-3.34,-8.54,157 178 255
O8IV,34.7,1.57E+05,1.30E+01,32400,-0.31,-4.9,-3.34,-8.24,153 176 255
O8V,23,9.91E+04,1.03E+01,32400,-0.31,-4.4,-3.34,-7.74,157 177 255
O8VI,7.6,5.70E+04,7.81E+00,32400,-0.31,-3.8,-3.34,-7.14,157 177 255
O9Ia0,71.8,3.19E+06,8.05E+01,27600,-0.29,-8.6,-2.91,-11.51,164 185 255
O9Ia,63.1,7.31E+05,3.85E+01,27600,-0.29,-7,-2.91,-9.91,164 185 255
O9Ib,54.5,3.19E+05,2.55E+01,27600,-0.29,-6.1,-2.91,-9.01,164 185 255
O9II,45.9,2.76E+05,1.98E+01,30200,-0.3,-5.7,-3.15,-8.85,160 186 255
O9III,37.3,1.59E+05,1.50E+01,30200,-0.3,-5.1,-3.15,-8.25,158 177 255
O9IV,28.6,1.10E+05,1.25E+01,30200,-0.3,-4.7,-3.15,-7.85,155 177 255
O9V,20,5.76E+04,9.04E+00,30200,-0.3,-4,-3.15,-7.15,154 178 255
O9VI,6.7,3.31E+04,6.85E+00,30200,-0.3,-3.4,-3.15,-6.55,154 178 255
B0Ia0,50.1,2.28E+06,8.30E+01,25000,-0.27,-8.5,-2.65,-11.15,161 189 255
B0Ia,44.7,5.73E+05,4.16E+01,25000,-0.27,-7,-2.65,-9.65,161 189 255
B0Ib,39.2,2.28E+05,2.62E+01,25000,-0.27,-6,-2.65,-8.65,161 189 255
B0II,33.8,1.90E+05,1.91E+01,28000,-0.29,-5.5,-2.95,-8.45,162 188 255
B0III,28.4,1.09E+05,1.45E+01,28000,-0.29,-4.9,-2.95,-7.85,158 177 255
B0IV,22.9,7.57E+04,1.21E+01,28000,-0.29,-4.5,-2.95,-7.45,156 179 255
B0V,17.5,3.62E+04,8.34E+00,28000,-0.29,-3.7,-2.95,-6.65,156 178 255
B0VI,5.9,1.90E+04,6.04E+00,28000,-0.29,-3,-2.95,-5.95,156 178 255
B1Ia0,45.1,2.02E+06,8.62E+01,23790,-0.26,-8.5,-2.51,-11.01,168 193 255
B1Ia,40,5.07E+05,4.32E+01,23790,-0.26,-7,-2.51,-9.51,168 193 255
B1Ib,34.8,1.84E+05,2.60E+01,23790,-0.26,-5.9,-2.51,-8.41,168 193 255
B1II,29.7,1.34E+05,1.83E+01,26190,-0.28,-5.3,-2.77,-8.07,163 190 255
B1III,24.5,5.34E+04,1.16E+01,26190,-0.28,-4.3,-2.77,-7.07,158 177 255
B1IV,19.4,3.70E+04,9.63E+00,26190,-0.28,-3.9,-2.77,-6.67,157 180 255
B1V,14.2,1.94E+04,6.97E+00,26190,-0.28,-3.2,-2.77,-5.97,160 182 255
B1VI,5.2,1.02E+04,5.05E+00,26190,-0.28,-2.5,-2.77,-5.27,160 182 255
B2Ia0,40.1,1.62E+06,8.57E+01,22580,-0.25,-8.4,-2.37,-10.77,177 196 255
B2Ia,35.2,4.46E+05,4.50E+01,22580,-0.25,-7,-2.37,-9.37,177 196 255
B2Ib,30.4,1.62E+05,2.71E+01,22580,-0.25,-5.9,-2.37,-8.27,177 196 255
B2II,25.5,9.36E+04,1.77E+01,24380,-0.27,-5.1,-2.58,-7.68,165 192 255
B2III,20.6,2.83E+04,9.71E+00,24380,-0.27,-3.8,-2.58,-6.38,159 180 255
B2IV,15.8,1.96E+04,8.08E+00,24380,-0.27,-3.4,-2.58,-5.98,159 179 255
B2V,10.9,9.36E+03,5.59E+00,24380,-0.27,-2.6,-2.58,-5.18,160 180 255
B2VI,4.5,5.39E+03,4.24E+00,24380,-0.27,-2,-2.58,-4.58,160 180 255
B3Ia0,35.1,1.42E+06,8.95E+01,21370,-0.24,-8.4,-2.23,-10.63,175 194 255
B3Ia,30.5,4.28E+05,4.92E+01,21370,-0.24,-7.1,-2.23,-9.33,175 194 255
B3Ib,25.9,1.29E+05,2.70E+01,21370,-0.24,-5.8,-2.23,-8.03,175 194 255
B3II,21.4,6.45E+04,1.71E+01,22570,-0.25,-4.9,-2.37,-7.27,168 193 255
B3III,16.8,1.35E+04,7.82E+00,22570,-0.25,-3.2,-2.37,-5.57,163 187 255
B3IV,12.2,9.32E+03,6.51E+00,22570,-0.25,-2.8,-2.37,-5.17,166 188 255
B3V,7.6,4.89E+03,4.71E+00,22570,-0.25,-2.1,-2.37,-4.47,165 185 255
B3VI,3.8,2.57E+03,3.41E+00,22570,-0.25,-1.4,-2.37,-3.77,165 185 255
B4Ia0,30.1,1.23E+06,9.37E+01,20160,-0.23,-8.4,-2.07,-10.47,187 203 255
B4Ia,26.2,3.38E+05,4.92E+01,20160,-0.23,-7,-2.07,-9.07,187 203 255
B4Ib,22.3,1.12E+05,2.83E+01,20160,-0.23,-5.8,-2.07,-7.87,187 203 255
B4II,18.4,4.37E+04,1.67E+01,20760,-0.24,-4.7,-2.15,-6.85,172 194 255
B4III,14.5,6.93E+03,6.63E+00,20760,-0.24,-2.7,-2.15,-4.85,166 188 255
B4IV,10.6,4.79E+03,5.52E+00,20760,-0.24,-2.3,-2.15,-4.45,169 190 255
B4V,6.7,2.29E+03,3.82E+00,20760,-0.24,-1.5,-2.15,-3.65,164 184 255
B4VI,3.4,1.32E+03,2.89E+00,20760,-0.24,-0.9,-2.15,-3.05,164 184 255
B5Ia0,25.1,9.65E+05,9.39E+01,18950,-0.22,-8.3,-1.91,-10.21,179 202 255
B5Ia,21.9,2.91E+05,5.16E+01,18950,-0.22,-7,-1.91,-8.91,179 202 255
B5Ib,18.7,8.80E+04,2.84E+01,18950,-0.22,-5.7,-1.91,-7.61,179 202 255
B5II,15.5,2.91E+04,1.63E+01,18950,-0.22,-4.5,-1.91,-6.41,175 195 255
B5III,12.3,3.19E+03,5.40E+00,18950,-0.22,-2.1,-1.91,-4.01,168 189 255
B5IV,9.1,2.21E+03,4.50E+00,18950,-0.22,-1.7,-1.91,-3.61,172 192 255
B5V,5.9,1.16E+03,3.26E+00,18950,-0.22,-1,-1.91,-2.91,170 191 255
B5VI,2.9,6.67E+02,2.47E+00,18950,-0.22,-0.4,-1.91,-2.31,170 191 255
B6Ia0,23.2,7.58E+05,1.02E+02,17140,-0.2,-8.3,-1.65,-9.95,191 207 255
B6Ia,20.2,2.29E+05,5.59E+01,17140,-0.2,-7,-1.65,-8.65,191 207 255
B6Ib,17.2,6.31E+04,2.94E+01,17140,-0.2,-5.6,-1.65,-7.25,191 207 255
B6II,14.2,1.74E+04,1.54E+01,17140,-0.2,-4.2,-1.65,-5.85,177 196 255
B6III,11.2,1.74E+03,4.87E+00,17140,-0.2,-1.7,-1.65,-3.35,170 190 255
B6IV,8.2,1.20E+03,4.05E+00,17140,-0.2,-1.3,-1.65,-2.95,175 194 255
B6V,5.2,6.92E+02,3.07E+00,17140,-0.2,-0.7,-1.65,-2.35,172 189 255
B6VI,2.7,3.63E+02,2.23E+00,17140,-0.2,0,-1.65,-1.65,172 189 255
B7Ia0,21.4,5.33E+05,1.07E+02,15330,-0.18,-8.2,-1.37,-9.57,195 209 255
B7Ia,18.6,1.93E+05,6.43E+01,15330,-0.18,-7.1,-1.37,-8.47,195 209 255
B7Ib,15.8,4.43E+04,3.08E+01,15330,-0.18,-5.5,-1.37,-6.87,195 209 255
B7II,12.9,1.11E+04,1.54E+01,15330,-0.18,-4,-1.37,-5.37,179 198 255
B7III,10.1,1.01E+03,4.66E+00,15330,-0.18,-1.4,-1.37,-2.77,171 191 255
B7IV,7.3,6.40E+02,3.70E+00,15330,-0.18,-0.9,-1.37,-2.27,170 189 255
B7V,4.5,4.04E+02,2.94E+00,15330,-0.18,-0.4,-1.37,-1.77,173 191 255
B7VI,2.5,1.93E+02,2.03E+00,15330,-0.18,0.4,-1.37,-0.97,173 191 255
B8Ia0,19.5,3.67E+05,1.14E+02,13520,-0.15,-8.1,-1.06,-9.16,182 206 255
B8Ia,16.9,1.60E+05,7.52E+01,13520,-0.15,-7.2,-1.06,-8.26,182 206 255
B8Ib,14.3,3.34E+04,3.44E+01,13520,-0.15,-5.5,-1.06,-6.56,182 206 255
B8II,11.7,6.99E+03,1.57E+01,13520,-0.15,-3.8,-1.06,-4.86,181 199 255
B8III,9,5.30E+02,4.33E+00,13520,-0.15,-1,-1.06,-2.06,175 193 255
B8IV,6.4,3.34E+02,3.44E+00,13520,-0.15,-0.5,-1.06,-1.56,175 193 255
B8V,3.8,2.11E+02,2.73E+00,13520,-0.15,0,-1.06,-1.06,177 195 255
B8VI,2.4,1.01E+02,1.89E+00,13520,-0.15,0.8,-1.06,-0.26,177 195 255
B9Ia0,17.7,2.73E+05,1.31E+02,11710,-0.11,-8.1,-0.74,-8.84,204 216 255
B9Ia,15.3,1.31E+05,9.05E+01,11710,-0.11,-7.3,-0.74,-8.04,204 216 255
B9Ib,12.9,2.27E+04,3.77E+01,11710,-0.11,-5.4,-0.74,-6.14,204 216 255
B9II,10.5,4.32E+03,1.65E+01,11710,-0.11,-3.6,-0.74,-4.34,182 201 255
B9III,8.1,2.99E+02,4.33E+00,11710,-0.11,-0.7,-0.74,-1.44,178 195 255
B9IV,5.7,1.72E+02,3.29E+00,11710,-0.11,-0.1,-0.74,-0.84,180 197 255
B9V,3.4,1.19E+02,2.73E+00,11710,-0.11,0.3,-0.74,-0.44,181 198 255
B9VI,2.1,5.20E+01,1.81E+00,11710,-0.11,1.2,-0.74,0.46,181 198 255
A0Ia0,15.8,1.86E+05,1.51E+02,9900,-0.06,-8,-0.42,-8.42,187 206 255
A0Ia,13.7,1.07E+05,1.14E+02,9900,-0.06,-7.4,-0.42,-7.82,187 206 255
A0Ib,11.5,1.54E+04,4.35E+01,9900,-0.06,-5.3,-0.42,-5.72,187 206 255
A0II,9.4,2.68E+03,1.81E+01,9900,-0.06,-3.4,-0.42,-3.82,184 202 255
A0III,7.2,1.54E+02,4.35E+00,9900,-0.06,-0.3,-0.42,-0.72,188 205 255
A0IV,5.1,8.88E+01,3.30E+00,9900,-0.06,0.3,-0.42,-0.12,179 197 255
A0V,2.9,6.74E+01,2.88E+00,9900,-0.06,0.6,-0.42,0.18,185 201 255
A0VI,1.9,2.68E+01,1.81E+00,9900,-0.06,1.6,-0.42,1.18,185 201 255
A1Ia0,15.2,1.98E+05,1.62E+02,9707,-0.06,-8.1,-0.39,-8.49,214 223 255
A1Ia,13.1,1.14E+05,1.23E+02,9707,-0.06,-7.5,-0.39,-7.89,214 223 255
A1Ib,11,1.50E+04,4.46E+01,9707,-0.06,-5.3,-0.39,-5.69,214 223 255
A1II,8.9,2.35E+03,1.79E+01,9650,-0.06,-3.3,-0.38,-3.68,186 204 255
A1III,6.9,1.24E+02,4.10E+00,9650,-0.06,-0.1,-0.38,-0.48,188 204 255
A1IV,4.8,7.11E+01,3.11E+00,9650,-0.06,0.5,-0.38,0.12,183 200 255
A1V,2.7,4.92E+01,2.59E+00,9650,-0.06,0.9,-0.38,0.52,181 199 255
A1VI,1.8,1.96E+01,1.63E+00,9650,-0.06,1.9,-0.38,1.52,181 199 255
A2Ia0,14.5,2.10E+05,1.74E+02,9513,-0.05,-8.2,-0.36,-8.56,199 214 255
A2Ia,12.5,1.21E+05,1.32E+02,9513,-0.05,-7.6,-0.36,-7.96,199 214 255
A2Ib,10.5,1.33E+04,4.37E+01,9513,-0.05,-5.2,-0.36,-5.56,199 214 255
A2II,8.5,2.07E+03,1.77E+01,9400,-0.05,-3.2,-0.34,-3.54,188 205 255
A2III,6.5,9.90E+01,3.87E+00,9400,-0.05,0.1,-0.34,-0.24,189 204 255
A2IV,4.5,5.70E+01,2.93E+00,9400,-0.05,0.7,-0.34,0.36,186 202 255
A2V,2.5,3.94E+01,2.44E+00,9400,-0.05,1.1,-0.34,0.76,187 203 255
A2VI,1.8,1.57E+01,1.54E+00,9400,-0.05,2.1,-0.34,1.76,187 203 255
A3Ia0,13.9,2.24E+05,1.87E+02,9320,-0.05,-8.3,-0.33,-8.63,207 219 255
A3Ia,12,1.29E+05,1.42E+02,9320,-0.05,-7.7,-0.33,-8.03,207 219 255
A3Ib,10,1.29E+04,4.49E+01,9320,-0.05,-5.2,-0.33,-5.53,207 219 255
A3II,8.1,1.66E+03,1.67E+01,9150,-0.04,-3,-0.3,-3.3,190 207 255
A3III,6.2,8.71E+01,3.83E+00,9150,-0.04,0.2,-0.3,-0.1,189 203 255
A3IV,4.3,4.17E+01,2.65E+00,9150,-0.04,1,-0.3,0.7,190 205 255
A3V,2.4,2.89E+01,2.20E+00,9150,-0.04,1.4,-0.3,1.1,191 207 255
A3VI,1.8,1.15E+01,1.39E+00,9150,-0.04,2.4,-0.3,2.1,191 207 255
A4Ia0,13.2,2.39E+05,2.02E+02,9127,-0.04,-8.4,-0.3,-8.7,215 224 255
A4Ia,11.4,1.38E+05,1.53E+02,9127,-0.04,-7.8,-0.3,-8.1,215 224 255
A4Ib,9.5,1.14E+04,4.41E+01,9127,-0.04,-5.1,-0.3,-5.4,215 224 255
A4II,7.7,1.46E+03,1.66E+01,8900,0,-2.9,-0.26,-3.16,192 208 255
A4III,5.8,7.00E+01,3.63E+00,8900,0,0.4,-0.26,0.14,196 209 255
A4IV,4,3.35E+01,2.51E+00,8900,0,1.2,-0.26,0.94,195 210 255
A4V,2.1,2.32E+01,2.09E+00,8900,0,1.6,-0.26,1.34,197 211 255
A4VI,1.7,9.23E+00,1.32E+00,8900,0,2.6,-0.26,2.34,197 211 255
A5Ia0,12.6,2.55E+05,2.17E+02,8933,0,-8.5,-0.27,-8.77,223 229 255
A5Ia,10.8,1.61E+05,1.73E+02,8933,0,-8,-0.27,-8.27,223 229 255
A5Ib,9,1.11E+04,4.54E+01,8933,0,-5.1,-0.27,-5.37,223 229 255
A5II,7.2,1.29E+03,1.65E+01,8650,0.05,-2.8,-0.23,-3.03,194 210 255
A5III,5.4,5.64E+01,3.45E+00,8650,0.05,0.6,-0.23,0.37,202 215 255
A5IV,3.7,2.70E+01,2.38E+00,8650,0.05,1.4,-0.23,1.17,212 220 255
A5V,1.9,1.70E+01,1.89E+00,8650,0.05,1.9,-0.23,1.67,202 215 255
A5VI,1.6,6.78E+00,1.20E+00,8650,0.05,2.9,-0.23,2.67,202 215 255
A6Ia0,12.6,2.49E+05,2.24E+02,8740,0.03,-8.5,-0.24,-8.74,219 226 255
A6Ia,10.8,1.89E+05,1.95E+02,8740,0.03,-8.2,-0.24,-8.44,219 226 255
A6Ib,9,1.09E+04,4.69E+01,8740,0.03,-5.1,-0.24,-5.34,219 226 255
A6II,7.2,1.14E+03,1.65E+01,8400,0.09,-2.7,-0.2,-2.9,196 211 255
A6III,5.4,4.55E+01,3.28E+00,8400,0.09,0.8,-0.2,0.6,209 219 255
